V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
554235,1958,1959,1960,2099,4602,1012,1020,10057,10131,10051,10156,0.9942,0,0,0,0
55466,340273,4363,10257,10060,10965,5087,1869,4609,4800,6775,6778,405,1050,1523,2296,0.9889
5549,18,10057,10449,6296,72,23462,5087,7391,3170,3727,6772,0.9962,0,0,0,0
55502,1050,1958,4609,4854,11317,1012,10061,10067,10092,10055,10038,10062,0.9978,0,0,0
55504,1050,2353,10332,1012,10164,10112,1033,10163,0.9953,0,0,0,0,0,0,0
55512,2099,10486,10401,10411,11331,1020,10763,111,10307,0.9964,0,0,0,0,0,0
55536,1869,7020,10052,10085,10051,10092,10057,10128,10016,10158,10130,0.9967,0,0,0,0
55553,64105,6662,1284,1756,1741,1848,2027,23516,158219,150696,0.995,0,0,0,0,0
55558,1958,4609,7020,10061,10067,10092,10038,10036,10056,10055,10057,10048,0.99,0,0,0
55568,1879,10038,10171,100289635,10128,10313,10114,10169,10512,10099,10521,0.9936,0,0,0,0
5557,1958,1012,10249,10092,10243,10062,0.9959,0,0,0,0,0,0,0,0,0
5558,1869,4609,7020,10052,10092,10061,10057,10085,10059,10067,100132464,10051,0.997,0,0,0
55586,21,340273,89845,4363,10257,7391,7025,1869,5087,1523,0.9929,0,0,0,0,0
55600,21,10257,10057,116236,30,5452,6257,7391,5460,0.993,0,0,0,0,0,0
55607,60468,1050,2354,8061,2353,1012,10164,10134,10112,10309,10216,10163,10113,10062,0.9946,0
55612,53335,1879,5993,10038,10128,100289635,10384,10171,10475,10313,10099,10312,10227,0.9931,0,0
5563,1959,1960,5346,8877,10894,10535,10540,11060,1031,10262,11004,11273,0.9899,0,0,0
55630,9625,18,89845,10057,116236,5452,2625,5460,1958,3172,7025,0.9937,0,0,0,0
55635,21,10351,4363,10257,30,6257,4149,7157,0.9885,0,0,0,0,0,0,0
55655,4609,10067,10061,10055,10197,10221,100132464,10036,0.9894,0,0,0,0,0,0,0
55656,21,10257,10057,116236,176,5452,4609,1488,5460,6775,7391,1869,2625,5885,10664,0.9927
55657,4609,10061,10055,10067,10197,10062,0.9924,0,0,0,0,0,0,0,0,0
55664,89845,84320,11093,134637,130,7025,6935,0.9963,0,0,0,0,0,0,0,0
55689,1958,1012,1020,10123,10016,0.9965,0,0,0,0,0,0,0,0,0,0
5569,2353,5460,10332,10164,10486,10112,0.9944,0,0,0,0,0,0,0,0,0
55721,1958,4609,1012,10061,10067,10092,0.9958,0,0,0,0,0,0,0,0,0
55722,1958,4609,1012,10061,10067,10092,10055,10062,100132464,10013,10056,0.9959,0,0,0,0
55723,10036,1869,7020,10052,10092,10085,10057,10016,10051,10139,0.9977,0,0,0,0,0
55732,1869,4783,10052,10174,10085,10067,1030,1029,10196,10253,10051,10257,0.9986,0,0,0
55740,1869,1870,2625,10052,10164,10174,1029,10085,10253,10092,10051,0.9967,0,0,0,0
55753,1958,1012,10249,10253,0.9943,0,0,0,0,0,0,0,0,0,0,0
55769,1879,10171,10038,10552,10128,10783,10865,10313,10512,100289635,10654,0.9911,0,0,0,0
5577,1958,1959,1960,1012,10249,10092,10097,10044,10197,10016,10013,0.997,0,0,0,0
55771,1869,2353,10052,10164,10085,10216,10092,10112,10051,0.9976,0,0,0,0,0,0
55789,4609,7020,10061,10067,10092,10057,10055,10131,10059,10016,100132464,0.9924,0,0,0,0
5579,1958,23462,3725,23764,4609,1012,10092,10067,10097,10061,10096,10055,100132464,10095,10013,0.993
558,2353,10332,10163,10486,10216,10164,10112,10238,10103,10371,100113407,0.9927,0,0,0,0
55835,1869,1958,7020,1012,10052,10085,10092,0.9985,0,0,0,0,0,0,0,0
55859,21,84448,30,36,176,6257,1488,4609,5885,0.9921,0,0,0,0,0,0
55861,1958,1959,1960,1012,10249,10130,10044,10062,10036,0.9948,0,0,0,0,0,0
55867,9625,18,21,89845,10257,1869,4149,4609,7391,10664,7157,7025,2551,6772,0.9934,0
5587,2099,3725,10332,10164,1020,10401,10411,10216,10057,10221,10371,10131,0.9939,0,0,0
55872,1869,4609,10052,10061,10092,10067,10085,10055,10131,10158,10051,0.998,0,0,0,0
55876,1879,1958,2353,2625,3725,1012,10057,10112,10092,10130,10036,10097,10062,10128,10131,0.9929
55897,7020,10092,10057,10221,10196,10130,10059,10128,10103,10121,1021,0.9902,0,0,0,0
5591,1869,3148,3608,3725,4609,10085,10052,10061,10062,10124,10051,1003,10092,10131,0.9976,0
5600,2919,1649,2353,3553,3569,10332,10486,10112,10036,10164,10163,10238,10221,10300,0.9917,0
5603,2919,1649,2353,3553,3569,10332,10164,10486,10112,10036,10163,10335,10154,0.9959,0,0
56033,1869,1870,1875,144455,7020,10052,10085,10092,0.9974,0,0,0,0,0,0,0
5604,467,4609,10061,10067,10055,10197,100132464,1019,10096,10128,10043,0.9931,0,0,0,0
5606,60468,1879,2353,3725,4609,10061,10067,10112,10134,10055,10036,10062,10007,0.9921,0,0
56103,340273,116236,84448,176,55,5452,1958,4609,5885,5460,1488,84159,5087,1523,0.9938,0
56104,60468,2354,8061,2353,3726,10332,10164,10486,10112,10163,10216,10134,10036,10162,10452,0.9935
56111,60468,1050,2354,8061,2353,1012,10164,10112,10134,10216,10062,10309,10163,10162,0.9947,0
56125,3725,7020,10164,10092,10057,10059,10130,1017,10131,10163,10165,10139,0.9891,0,0,0
56126,1869,1870,1875,144455,6662,10052,10253,1029,10085,10092,10196,10309,0.9993,0,0,0
56128,4773,4776,6662,144455,1870,1827,1869,1848,1284,0.9927,0,0,0,0,0,0
56130,147,249,259173,10218,124930,1879,7391,2353,5885,2033,6938,2354,5452,0.9962,0,0
56132,6662,1869,144455,1870,2353,1848,1756,23516,2027,124637,1741,0.99,0,0,0,0
56133,10257,10449,8751,9510,147,1523,4609,6772,5885,6773,7157,4282,2186,0.9937,0,0
56147,21,340273,4363,10257,10057,7391,2099,1869,5087,2625,6775,1523,6778,7157,0.9874,0
56159,21,10257,10057,116236,176,7391,5452,1958,1488,5460,4609,5885,1869,0.9925,0,0
56260,1960,4824,10540,10262,11273,11060,10765,1119,0.9901,0,0,0,0,0,0,0
56265,4783,131965,10067,10174,144455,145873,1869,1870,161742,1191,0.9901,0,0,0,0,0
563,9625,18,21,89845,4363,7025,4609,1050,0.9895,0,0,0,0,0,0,0
56301,7020,10221,10092,10057,10196,10130,1020,10059,10016,10139,1021,0.9873,0,0,0,0
5644,176,9719,174,56895,10566,4824,5885,2353,1869,1870,0.9878,0,0,0,0,0
56477,2099,2353,10332,10164,10411,10401,1020,0.9938,0,0,0,0,0,0,0,0
5648,2625,10164,112,143941,0.9938,0,0,0,0,0,0,0,0,0,0,0
5651,340273,10060,176,10965,2182,6257,1958,1488,5885,5087,4800,4790,4205,405,0.9853,0
56521,4609,10067,10061,100132464,10055,10056,10221,1021,0.9916,0,0,0,0,0,0,0
56548,18,21,10257,10057,116236,5452,4609,5460,4149,3172,7391,0.9935,0,0,0,0
56648,4609,10067,10061,10055,10221,10197,100132464,10036,10213,10128,10056,0.99,0,0,0,0
56667,30,10449,6296,140,56895,5885,6257,3174,6908,6772,23462,1870,6872,7391,0.9942,0
56704,4609,10067,10061,10055,10197,10036,100132464,0.9919,0,0,0,0,0,0,0,0
56884,4363,84448,30,10449,32,6257,4609,1958,7391,51085,6945,7157,0.9906,0,0,0
56891,10057,116236,36,176,47,5452,1958,7391,0.9938,0,0,0,0,0,0,0
56895,1869,1870,2353,3725,10052,10164,10085,10092,10051,10131,1003,10112,10158,10124,0.9963,0
56898,51166,18,21,10257,10057,4609,7157,140690,3172,1869,2625,7391,6778,10664,0.9928,0
56899,1050,1649,1958,4783,1012,10174,10067,10163,10130,10013,10092,0.9942,0,0,0,0
56901,1958,1959,1960,4609,5460,1012,10067,10061,10092,10055,1009,10036,10128,10111,0.9972,0
5692,18,21,10057,36,47,6720,7391,4800,4149,0.994,0,0,0,0,0,0
56920,21,10257,10057,116236,176,5452,1958,1488,5460,2099,4609,1869,7391,5885,6775,0.9929
56924,367,60468,2099,2354,2353,1012,10164,10057,10148,0.9914,0,0,0,0,0,0
56937,1879,4783,10174,10067,10038,10313,10128,10458,10171,10552,10231,10554,0.9916,0,0,0
56944,1869,2099,4783,4824,10085,10231,10052,10121,10111,10124,10253,1000,10051,1018,0.9991,0
56950,1869,7020,10052,10085,10051,10057,0.9971,0,0,0,0,0,0,0,0,0
56952,7020,10221,10092,10196,10057,10130,10059,1020,10016,0.9904,0,0,0,0,0,0
56953,1869,10052,10085,10092,10309,10051,1029,10253,0.9995,0,0,0,0,0,0,0
56963,1869,1870,1875,144455,2099,10052,1020,1018,10253,10085,10169,1000,10124,10092,0.9981,0
56992,1958,9869,1012,10249,10062,10044,10016,10107,1020,10092,10013,0.997,0,0,0,0
56999,9625,18,89845,10449,47,7025,6720,4800,0.9935,0,0,0,0,0,0,0
57016,4609,10067,10055,10061,10197,10036,10128,10221,100132464,1021,0.992,0,0,0,0,0
57088,4609,7020,9319,10061,10057,10101,10127,10059,100132464,10124,10131,10121,0.9957,0,0,0
57091,1050,1012,1033,10449,10221,1071,10979,10922,10873,10865,10154,0.9954,0,0,0,0
57094,60468,1050,2354,8061,2353,1012,10164,10112,10134,10309,10163,10216,10300,10062,0.9945,0
5710,3397,6597,5885,6929,4800,2648,3170,6667,3174,1385,2959,0.9932,0,0,0,0
57125,2353,4609,10164,10067,10061,0.9933,0,0,0,0,0,0,0,0,0,0
57126,30818,2130,836,5663,5664,4802,1385,10664,1390,6927,0.946,0,0,0,0,0
57127,8061,2353,3725,4609,10164,10061,10067,10112,10055,100132464,10096,10163,10007,0.99,0,0
57134,1958,3725,4609,4824,1012,10061,10067,10038,10055,10092,10054,0.9946,0,0,0,0
57156,4363,30,10449,32,36,6257,4609,51085,6688,3172,6720,4149,7391,7157,0.9885,0
57158,1050,1869,2099,7020,1012,10052,10113,10139,10057,10120,10085,10051,10092,0.9992,0,0
57159,112,173,174,10551,257,7391,23462,1879,2033,4208,0.9922,0,0,0,0,0
57161,340273,89845,10060,84448,10965,7025,3172,4205,405,4800,2908,1523,196,1958,2310,0.9881
57167,18,21,10057,116236,36,5452,3172,0.9915,0,0,0,0,0,0,0,0
57172,340273,6296,113146,56899,53335,10552,10783,151313,0.9945,0,0,0,0,0,0,0
57181,1050,1958,2308,4609,1012,10061,10067,10113,0.9965,0,0,0,0,0,0,0
57194,1869,1870,1875,144455,7020,10052,10085,10092,0.9978,0,0,0,0,0,0,0
57210,7020,10221,10196,1020,10092,10057,10130,10059,10016,0.9877,0,0,0,0,0,0
57216,9625,340273,10057,116236,36,5452,1958,405,3172,7391,0.9914,0,0,0,0,0
5723,150209,124930,10092,29028,79169,5451,3131,5885,6872,0.9922,0,0,0,0,0,0
5730,1958,2353,3725,7020,1012,10057,10112,10036,10092,10059,10016,10054,10062,10128,0.9947,0
5732,367,1869,1958,4609,5460,10085,10052,10044,1003,10061,10092,100132464,0.9954,0,0,0
5733,4609,10067,10055,10061,10197,10036,0.9895,0,0,0,0,0,0,0,0,0
57332,1869,1870,1875,144455,1958,10085,1012,10052,10044,10062,0.9987,0,0,0,0,0
57348,18,21,10257,10057,116236,5452,5460,3172,0.9927,0,0,0,0,0,0,0
5737,10257,10449,8751,9510,147,1523,11016,6667,4282,4784,5885,0.9926,0,0,0,0
5739,1958,4602,5460,1012,10092,1009,10051,10044,0.9933,0,0,0,0,0,0,0
5740,4363,30,10449,32,36,6257,4609,51085,6720,22877,3172,7157,6945,0.9903,0,0
57402,21,10257,10057,116236,176,5452,1488,5885,4609,5460,1869,0.9931,0,0,0,0
57405,2353,10332,10164,10486,10216,10371,0.9951,0,0,0,0,0,0,0,0,0
57415,53335,1879,3725,10332,10164,10402,10038,10171,10216,0.995,0,0,0,0,0,0
5743,367,1050,1869,1870,2118,1012,10052,10085,10236,10092,1009,10051,1003,1021,0.9981,0
5744,367,53335,1879,2114,4609,1012,10061,10197,10036,10067,10111,10055,10128,100132464,0.9945,0
57446,18,21,89845,4363,10257,1869,7025,4149,7391,0.9907,0,0,0,0,0,0
57447,60468,2099,10164,10922,10486,10401,1020,10555,10221,10763,10411,10134,0.9962,0,0,0
5745,2354,8061,2353,3726,3725,10216,10332,10112,10238,1019,10319,10073,10103,10161,1020,0.9956
57467,10257,84448,10449,176,23305,1869,4609,6257,5885,0.9867,0,0,0,0,0,0
57475,10257,10449,8751,9510,147,1523,6772,5885,4282,6773,7157,4609,9319,2186,1869,0.9942
57476,18,21,340273,36,176,5885,4609,1488,3172,7391,5087,4149,10664,10009,6667,0.9887
57491,21,10257,10057,116236,36,5452,405,5460,1869,0.9932,0,0,0,0,0,0
57510,1869,1958,3609,4609,1012,10052,10085,10061,0.9977,0,0,0,0,0,0,0
57512,1869,1870,1875,144455,4824,10052,10085,10253,10124,10257,0.9995,0,0,0,0,0
57522,1879,1958,1959,1960,7020,1012,10057,10036,10128,10038,10130,10092,10062,100289635,10111,0.9967
57535,1879,10038,10171,10128,10313,100289635,10512,10017,10003,0.9885,0,0,0,0,0,0
5754,7546,143503,2029,1191,10903,10669,10621,112476,127687,0.9945,0,0,0,0,0,0
57569,1869,4609,10052,10061,10067,10085,10092,10131,10051,10055,0.9972,0,0,0,0,0
57586,18,21,84448,30,36,6257,1958,3172,4609,0.9873,0,0,0,0,0,0
57596,5933,144455,1869,1870,5987,4605,4087,3398,4176,6839,7027,0.9899,0,0,0,0
57600,1050,1012,1071,0.9965,0,0,0,0,0,0,0,0,0,0,0,0
57643,1960,4609,10061,10067,10055,10197,10096,100132464,10062,10036,10007,1019,0.9889,0,0,0
57644,1869,2099,4609,7020,10052,10061,10085,10051,10092,10057,10067,10120,10055,10058,0.9963,0
57648,1959,2099,10411,10763,10486,10401,10555,1020,10057,10540,10535,1031,0.9949,0,0,0
57655,467,4609,7020,10067,10061,10092,10038,10055,10057,0.9934,0,0,0,0,0,0
57670,1959,1960,10540,10894,10262,11273,1031,11022,11060,11004,0.993,0,0,0,0,0
57673,1050,1869,4609,5460,7020,10052,10061,10067,10085,10092,10057,0.9961,0,0,0,0
57683,1879,3725,7020,10164,10092,10059,10130,10057,10038,10111,10128,10131,0.9954,0,0,0
57687,1050,1649,3725,1012,10332,0.9946,0,0,0,0,0,0,0,0,0,0
57697,1869,10052,10092,10085,10309,1029,0.9996,0,0,0,0,0,0,0,0,0
57699,53335,1869,1870,1875,144455,10052,10085,10253,1029,0.9992,0,0,0,0,0,0
57709,340273,84448,176,10965,23305,6257,1958,1488,5885,4800,196,0.9896,0,0,0,0
57710,4363,30,10449,32,36,6257,51085,4609,6688,6720,7157,3172,4149,7391,6945,0.989
57717,6662,144455,1869,1870,2353,1848,1756,23516,1284,1741,2027,0.9942,0,0,0,0
57758,9625,21,10257,10057,116236,5452,1869,4609,5460,3172,0.9922,0,0,0,0,0
57801,1869,1958,4609,4854,11317,1012,10067,10038,10061,10016,10056,10123,10092,10052,10085,0.9981
57817,1869,1870,1875,144455,1958,1012,10052,10085,10044,1003,10111,10092,10107,10138,10062,0.9979
5784,467,1050,1869,1870,1875,1012,10052,10092,10085,10124,10131,0.9983,0,0,0,0
580,9638,4436,4609,9869,10061,10200,10124,100132464,10038,10055,10202,10058,10131,0.9953,0,0
58189,2353,3725,10332,10164,10112,10411,10216,10402,0.9963,0,0,0,0,0,0,0
5820,1869,4609,10052,10085,10092,10061,10067,10124,10051,0.9986,0,0,0,0,0,0
5827,1869,1870,1875,144455,7020,10052,10085,10128,10111,10139,10130,10051,0.999,0,0,0
5831,1958,4609,1012,10067,10092,10061,10055,100132464,100289635,10036,10013,0.9959,0,0,0,0
5834,4609,10067,10061,10038,10055,10197,100132464,0.9934,0,0,0,0,0,0,0,0
58475,2099,2625,10164,10057,10411,10763,10174,10121,10555,10253,10401,10486,0.995,0,0,0
58496,10257,10449,8751,9510,147,1523,4609,4282,5885,1869,9319,6772,0.9919,0,0,0
58504,2353,4609,10067,10164,10112,10061,10055,10038,100132464,10036,0.9915,0,0,0,0,0
58510,1958,23462,4609,1012,10038,10067,10055,10061,10013,0.9969,0,0,0,0,0,0
58528,60468,3725,10332,10164,10221,10402,10216,10131,0.9926,0,0,0,0,0,0,0
586,2353,3725,4609,10164,10067,10061,10112,10055,10036,0.9917,0,0,0,0,0,0
5865,84079,221079,367,467,6347,1012,1071,10401,10062,10009,10521,1073,10293,10501,1062,0.9915
587,23764,4609,7020,10061,10067,10092,10057,10055,100132464,10036,10059,0.9926,0,0,0,0
590,2118,3725,10332,10164,1020,10402,1019,0.9926,0,0,0,0,0,0,0,0
5911,3725,5993,10332,10164,1020,10216,10124,10411,0.9939,0,0,0,0,0,0,0
5918,21,4363,10257,84448,30,7391,6257,1958,1869,0.9892,0,0,0,0,0,0
5923,2099,10486,1020,10401,10411,111,10555,11243,10057,10763,11309,0.9935,0,0,0,0
5924,21,30,36,84320,6296,6257,1870,2186,144455,4149,5885,6256,10009,1869,0.9961,0
59277,1959,1960,11273,10540,10197,11004,10262,10894,11060,0.9903,0,0,0,0,0,0
5933,57596,890,894,898,1050,1012,1071,1033,10221,10922,10309,10449,10873,10335,0.9983,0
59341,3725,10332,10402,10164,10131,10216,10128,1019,0.9963,0,0,0,0,0,0,0
5935,4609,10061,10067,10197,1020,10036,10038,10128,1021,10213,0.9922,0,0,0,0,0
594,4363,30,10449,32,36,6257,4609,4149,6688,51085,7157,3172,7391,5465,6945,0.9913
5948,9625,18,340273,89845,10449,7025,1050,5087,0.9913,0,0,0,0,0,0,0
5959,4609,5460,7020,10061,10067,10055,10092,10121,10090,100132464,10036,10124,10038,0.9942,0,0
5967,10257,10449,8751,9510,9509,1869,4609,196,1523,10664,6667,7157,0.9946,0,0,0
5972,2099,10486,10411,10763,1020,10401,10555,111,11060,11331,0.9948,0,0,0,0,0
5979,1869,1870,1875,144455,1958,1012,10052,10085,0.9979,0,0,0,0,0,0,0
5984,1869,4609,10052,10061,10085,10067,10092,10051,10131,0.9982,0,0,0,0,0,0
5990,1958,4188,1012,10249,10253,10092,10036,1021,10062,10130,0.9955,0,0,0,0,0
5993,972,1164,50509,404217,285489,1879,2099,1778,1915,221092,2065,10765,10384,1760,0.9907,0
60370,1869,1958,4609,7020,10052,10061,10067,10085,10013,100132464,10056,10092,0.9954,0,0,0
60401,5460,6662,1284,11178,120,124637,11243,10395,11043,1009,0.9933,0,0,0,0,0
60468,148,226,11199,358,84913,10164,158219,11346,10922,10221,11194,151516,10162,1869,125150,0.9947
606495,18,21,30,36,84320,6257,10009,2186,6720,1870,4800,144455,6256,5465,0.994,0
60674,1050,1649,1958,4609,7020,10061,10057,10062,10055,10097,10067,10059,10092,10044,1009,0.9929
60680,21,10257,10057,116236,176,5452,5885,1488,4609,0.9931,0,0,0,0,0,0
60681,4609,7020,10067,10061,10092,10055,10057,10036,100132464,0.9927,0,0,0,0,0,0
607,2354,2353,3726,3725,5460,10332,10164,10216,10112,0.9926,0,0,0,0,0,0
610,467,1958,2099,7020,1012,10139,10121,10131,10057,10107,10092,10036,10062,0.9938,0,0
6194,1869,1870,1875,144455,4609,10052,10061,10085,10092,10067,10158,0.9977,0,0,0,0
6201,89845,36,11093,134637,130,7025,6925,6872,5452,0.9982,0,0,0,0,0,0
623,2118,2353,3725,10332,10164,10112,10036,10216,10402,0.9943,0,0,0,0,0,0
624,4363,30,10449,32,36,6257,4609,0.9922,0,0,0,0,0,0,0,0
6241,1869,3725,4609,7020,10052,10061,10092,10067,10085,10057,10055,100132464,0.9958,0,0,0
6253,1869,1958,1959,1960,2099,1012,10052,10044,10156,10085,10057,0.9977,0,0,0,0
6258,30,33,8309,2180,2182,1581,123,2167,2170,1376,1958,1869,23054,1870,23305,0.9939
6261,21,4363,10257,10057,116236,5452,4609,5460,1869,0.9898,0,0,0,0,0,0
6262,21,10257,10057,116236,176,5452,5885,5460,1488,1869,0.9949,0,0,0,0,0
6271,1958,1012,10249,10092,10243,10253,10036,10130,10097,10062,10107,0.9958,0,0,0,0
6272,1959,1960,7020,10057,10165,10221,10092,10196,10130,10059,10062,10128,10099,0.9918,0,0
6277,2353,7020,10164,10112,10057,10092,10036,10130,10059,10165,10121,10139,0.9904,0,0,0
6281,2353,3725,10332,10164,10112,10402,10216,10221,10411,0.9952,0,0,0,0,0,0
6282,7020,10221,10092,10057,10196,10130,1020,10059,10016,10139,1021,0.9877,0,0,0,0
6286,2353,4609,7020,10067,10061,10057,10112,10092,10055,100132464,10038,100289635,0.9919,0,0,0
6288,1050,1012,1033,1071,0.9965,0,0,0,0,0,0,0,0,0,0,0
6296,2353,23462,3725,23764,10332,10164,10216,10236,0.9946,0,0,0,0,0,0,0
6297,18,10351,32,176,84320,4149,3172,144455,1958,1488,1869,1870,2186,51085,5885,0.9907
6300,2919,1649,1958,2353,3553,1012,10164,10112,10036,10092,10163,10130,10138,10062,0.9936,0
6304,60468,1107,2625,8022,4773,10174,10164,10057,102,10155,10134,10162,1009,0.9934,0,0
631,1869,2353,3725,4609,10052,10061,10092,10067,10085,100132464,10051,0.9954,0,0,0,0
6317,53335,1050,1879,1958,1012,10092,10038,10130,0.9944,0,0,0,0,0,0,0
6318,10257,10449,9510,9509,10551,4609,1879,1869,4208,988,3727,5885,3662,7546,5451,0.9921
6319,367,1050,1879,4609,5460,1012,10061,10067,10055,10036,10062,10038,10111,0.997,0,0
6330,1050,4609,1012,10067,10061,10055,0.9973,0,0,0,0,0,0,0,0,0
6338,1959,4306,10401,1031,114800,10535,10540,10262,11004,11273,1213,0.9948,0,0,0,0
6340,2118,4306,7020,1020,10221,10196,10057,10139,10130,10111,10092,10128,0.9884,0,0,0
6347,2353,3725,10332,10164,10402,10112,10216,0.9962,0,0,0,0,0,0,0,0
6348,53335,1879,2353,3725,7020,10057,10112,10092,10036,10038,10130,10059,0.9913,0,0,0
635,2182,11174,150209,51421,284,4824,6257,5460,1958,2353,3172,4303,4800,0.9923,0,0
6351,2353,3725,10332,10164,10402,10112,1019,10216,0.9951,0,0,0,0,0,0,0
636,1958,1012,10249,10253,10260,10092,10036,10243,10048,10107,1021,0.9945,0,0,0,0
6364,3725,4609,10164,10061,10067,10055,100132464,10036,10128,0.9893,0,0,0,0,0,0
6370,4609,10067,10061,10055,10197,100132464,0.9895,0,0,0,0,0,0,0,0,0
6374,7020,10221,10092,10057,10196,10130,1020,10059,10016,10139,1021,0.9879,0,0,0,0
638,1869,1870,10052,10085,1029,10092,10253,0.9997,0,0,0,0,0,0,0,0
63827,7020,10221,10057,10092,10196,10059,1021,10130,0.9904,0,0,0,0,0,0,0
6387,2099,10763,10401,10486,0.9953,0,0,0,0,0,0,0,0,0,0,0
63922,1958,4609,1012,10061,10067,10092,0.997,0,0,0,0,0,0,0,0,0
63923,340273,10060,10965,2182,23305,6257,1958,4800,405,5087,196,1523,6935,4205,0.986,0
63928,4773,4776,1827,144455,1869,1870,2353,1959,1958,1960,1879,10971,0.9859,0,0,0
63941,1958,2354,2353,3726,3725,1012,10164,10092,10163,10062,10097,10112,10130,10044,10013,0.9953
63967,1869,10052,1029,10092,10309,10085,10253,10196,0.9994,0,0,0,0,0,0,0
63976,4609,10067,10061,10055,10197,10221,10036,100132464,0.9901,0,0,0,0,0,0,0
63977,1958,4609,1012,10067,10061,10092,100132464,10055,10096,10062,10097,10013,0.9953,0,0,0
63979,1958,1012,10249,10092,10243,10107,10097,10013,10044,10253,10130,0.9959,0,0,0,0
6401,2099,2353,3725,10332,10164,1020,10131,0.9921,0,0,0,0,0,0,0,0
6403,11093,83543,81693,10092,148229,5885,602,10782,10155,0.9983,0,0,0,0,0,0
6405,2354,2353,3726,3725,4609,10055,10061,10112,10067,10164,10096,100289635,100113407,10038,10163,0.9944
64073,53335,1879,2354,8061,2353,10332,10164,10112,10038,10036,100289635,10300,10319,10163,1020,0.9958
64081,9319,51316,8751,9721,57088,0.996,0,0,0,0,0,0,0,0,0,0
64101,1869,1870,1875,144455,4602,10052,10044,10253,10092,1003,10085,10107,1017,10196,10131,0.9953
64105,4609,55553,10061,10067,10055,10197,100132464,10213,10058,10131,10007,10062,0.9915,0,0,0
64151,21,4363,30,10449,32,6257,4609,51085,4149,7157,6945,0.9919,0,0,0,0
641638,1869,10052,10085,1029,10051,10092,10309,10253,10196,0.9991,0,0,0,0,0,0
64168,51166,18,21,10257,10057,4609,1869,0.9904,0,0,0,0,0,0,0,0
641700,3725,10332,10164,10402,10221,10615,10216,1019,10131,10128,0.9945,0,0,0,0,0
641977,414149,47,10965,6296,8754,5885,7391,2033,0.995,0,0,0,0,0,0,0
64208,7020,10221,10057,10092,10196,10130,10059,0.9881,0,0,0,0,0,0,0,0
6422,2353,3725,23764,4609,5993,10164,10163,10061,10062,10023,10156,10103,10161,100132464,0.9937,0
64220,367,1879,1958,1012,10038,10138,10036,10128,10062,10092,0.9957,0,0,0,0,0
6424,2354,8061,2353,3726,3725,10332,10164,10112,10131,10036,10216,10402,10120,1020,0.9956,0
642852,21,130,57491,6790,79173,3174,53615,10155,7391,2130,2551,1997,0.9906,0,0,0
64377,60468,1958,1959,1960,2354,1012,10164,10130,10092,10062,10013,0.9949,0,0,0,0
643836,1958,4609,7020,10061,10067,10062,10059,10092,10057,100132464,10097,10013,100131187,0.993,0,0
64399,467,1879,2735,2736,10128,10038,10017,10099,0.9955,0,0,0,0,0,0,0
644,1869,1870,4609,10052,10061,10067,10092,10085,10055,10131,0.9975,0,0,0,0,0
64403,1958,4609,1012,10067,10061,10092,0.997,0,0,0,0,0,0,0,0,0
64405,7020,10221,10057,10092,10196,10130,10059,0.9883,0,0,0,0,0,0,0,0
6442,7020,10092,10057,10221,10196,10130,10059,10016,10133,10165,10128,0.9897,0,0,0,0
64421,1869,10052,10085,1029,10253,10092,10196,10051,0.9991,0,0,0,0,0,0,0
64478,21,10257,10057,116236,176,5452,5885,5460,0.9945,0,0,0,0,0,0,0
6457,1958,1959,1960,5460,1012,10044,10097,1009,10197,10092,10062,10130,10036,0.9948,0,0
64577,21,30,36,84320,6296,6257,6256,144455,1869,1870,4149,2186,0.9949,0,0,0
6462,1958,7020,1012,10092,10057,10139,10036,0.9927,0,0,0,0,0,0,0,0
6464,2099,2353,3725,4869,10164,1020,10131,10057,0.9888,0,0,0,0,0,0,0
