V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17
4321,1050,2118,3725,1012,10332,10164,1033,10221,10216,1020,10131,10300,10062,0.9947,0,0
4323,1869,1958,1012,10052,10085,10092,10051,0.9988,0,0,0,0,0,0,0,0
4326,21,4363,10257,30,36,6257,6688,1050,7157,1869,0.9889,0,0,0,0,0
4329,4609,10061,10067,10111,10221,10128,10036,10197,10198,1021,0.9919,0,0,0,0,0
4356,2625,4171,10164,10293,10174,1029,143941,0.9927,0,0,0,0,0,0,0,0
4359,18,21,89845,4363,10257,4149,1869,7391,7025,1050,0.9913,0,0,0,0,0
4363,1050,4609,1012,10067,10061,10055,10197,10038,0.9979,0,0,0,0,0,0,0
440,467,7020,10092,10196,10057,10059,1020,10131,0.9855,0,0,0,0,0,0,0
440138,1958,7020,1012,10057,10092,10130,10036,0.9938,0,0,0,0,0,0,0,0
440270,1869,7020,10052,10085,10092,10051,0.9981,0,0,0,0,0,0,0,0,0
440603,4783,10067,10174,131965,1869,1870,10979,144455,145873,10890,10458,0.9846,0,0,0,0
440689,23462,5460,10535,10912,10765,10841,10128,11178,10794,116535,0.9931,0,0,0,0,0
441024,21,89845,4363,10257,30,7025,7391,6688,6257,6778,1869,7157,4609,4899,2551,0.991
441381,4602,1063,1033,11169,144455,10051,10213,116461,1191,10236,142,0.9826,0,0,0,0
441666,112,133,4329,58504,259266,6257,2353,7391,1875,3662,4303,1874,6872,0.992,0,0
442247,5993,1879,23354,2819,10384,10765,0.9904,0,0,0,0,0,0,0,0,0
443,2099,23764,10486,10763,1020,10411,10555,10401,0.9921,0,0,0,0,0,0,0
4436,580,1869,1958,4609,1012,10052,10085,10061,10092,10067,10016,10051,0.9979,0,0,0
444,3725,4609,7020,10067,10092,10061,10055,10057,10059,10038,10036,100132464,0.9933,0,0,0
4440,1958,1960,2099,1012,10057,10156,0.9949,0,0,0,0,0,0,0,0,0
445,4609,7020,10067,10061,10059,10057,10055,10092,10036,100132464,10038,10016,0.995,0,0,0
4482,4824,7020,1020,10016,10221,0.9904,0,0,0,0,0,0,0,0,0,0
4486,1050,1649,7020,1012,10057,10196,0.9962,0,0,0,0,0,0,0,0,0
4487,9355,7020,10057,10221,10092,10196,10128,10130,1021,10059,10111,1017,0.9962,0,0,0
4489,1869,2353,3725,4609,7020,10052,10061,10057,10067,10085,10092,100132464,10051,10016,100289635,0.9951
4493,21,89845,4363,10257,30,7025,7391,7157,1876,0.9915,0,0,0,0,0,0
4494,9625,18,89845,10449,47,6772,6778,0.9954,0,0,0,0,0,0,0,0
4495,9625,18,89845,4363,10057,7025,2625,6688,10664,7157,3727,6935,0.9915,0,0,0
4496,4609,10061,10067,10056,10055,10197,100289635,10128,10038,10007,10221,0.9883,0,0,0,0
4499,257,56033,388407,57332,10309,1870,5885,1869,144455,7391,23512,0.9903,0,0,0,0
4500,3725,10332,10164,10402,10216,10221,1020,1019,10124,10131,10615,0.9927,0,0,0,0
4501,1869,10052,10253,1029,10092,10196,1030,10085,10051,1000,0.998,0,0,0,0,0
4502,1879,2353,3725,7020,10057,10062,10131,10092,10016,10038,10112,100289635,10059,10121,0.9922,0
4504,4609,10067,10061,10055,10197,10221,10036,100132464,10171,10128,0.9904,0,0,0,0,0
4521,1869,1958,1012,10052,10085,10092,0.9987,0,0,0,0,0,0,0,0,0
4542,21,10257,10057,116236,30,6257,5452,2625,7391,3169,5451,6935,5460,4609,6778,0.9891
4582,367,467,4609,7020,1012,10061,10067,100132464,10092,10057,10111,10036,10055,10038,0.9958,0
4602,116236,226,367,554235,701,1012,10401,1071,10957,1033,1021,10131,0.9942,0,0,0
4603,947,1050,10202,2114,1071,10335,10062,10319,10309,10449,1012,10557,1033,10788,0.9988,0
4604,358,367,147685,761,8318,1012,1071,10401,11140,11188,1499,1581,1376,1021,0.9981,0
4605,467,890,898,1869,1870,10052,10092,10085,10253,0.998,0,0,0,0,0,0
4609,21,4363,10257,36,55,10067,10061,10128,1021,10038,100289635,10111,10055,100132464,0.9962,0
4613,367,1869,1870,1875,144455,1012,10052,10085,10253,10111,1021,10051,0.9997,0,0,0
4615,2919,2920,3553,3569,7546,2200,112476,1018,143503,14,182,11338,1958,10903,0.9929,0
4616,367,1958,2099,2354,8061,1012,10164,10148,10057,10044,10156,1020,10221,1021,10062,0.9942
4621,51166,21,10257,10057,116236,5452,1869,5460,0.9946,0,0,0,0,0,0,0
4640,84448,176,23305,6296,130399,1488,6257,405,7391,0.9933,0,0,0,0,0,0
467,147,152,83543,51421,440,10293,1062,10127,10621,10817,11183,11060,10131,10471,10607,0.9903
4673,1869,4609,10052,10061,10067,10085,10092,10051,10131,0.9981,0,0,0,0,0,0
47,9625,18,21,10351,89845,7391,7025,4149,0.994,0,0,0,0,0,0,0
4703,53335,5460,11178,10552,10171,120,10370,116236,11243,10783,10912,116840,0.99,0,0,0
4744,467,1958,4609,1012,10061,10067,10092,10055,100132464,10013,0.9956,0,0,0,0,0
4745,4363,30,10965,2180,2182,6257,1958,6688,1869,7391,1870,4609,7157,0.9842,0,0
4751,1869,1870,8061,2353,7020,10052,10085,10057,10121,10062,0.9953,0,0,0,0,0
4758,8061,2353,3725,7020,10164,10057,10112,10059,10092,10165,10131,10036,10121,10139,0.9899,0
476,1869,1958,2146,4609,4306,1012,10052,10085,1003,10061,10067,0.9978,0,0,0,0
477,4609,4306,10067,10061,10055,10036,10038,1020,10128,10131,1021,0.9903,0,0,0,0
4773,775,1009,10669,63928,2919,1827,2629,2099,1958,2920,1959,2353,1499,1019,10971,0.9905
4776,775,1009,1050,10669,63928,1012,1033,1071,10922,0.9992,0,0,0,0,0,0
4783,10566,56899,467,440603,8927,10174,10067,10293,10621,10841,10471,1062,10890,10131,0.9859,0
4804,1050,1649,6662,10335,1012,1009,0.9995,0,0,0,0,0,0,0,0,0
481,60468,1869,2354,8061,2353,10052,10164,10051,10085,10158,10092,10112,10163,0.9953,0,0
4824,11174,10566,147685,56260,64377,22849,123879,1958,1959,1879,2354,11232,2353,1894,0.9924,0
4828,1879,10038,10128,10313,10171,10099,10103,0.9926,0,0,0,0,0,0,0,0
483,4609,4306,7020,10061,10067,10038,10036,10111,10128,10092,10131,10055,0.9918,0,0,0
4830,1958,2353,4602,4609,1012,10067,10061,10051,100132464,10092,10101,10097,10062,10055,0.9939,0
4837,53335,3725,10332,10164,10411,10521,10402,10216,1020,0.9958,0,0,0,0,0,0
4843,1050,2099,3725,5600,6300,1012,10164,10300,1020,10216,10113,10131,0.9931,0,0,0
4854,1840,2353,54626,57801,55502,10164,10486,10544,10332,10112,10036,1020,10300,0.9952,0,0
4857,467,10293,1062,10621,112476,10471,10841,0.9862,0,0,0,0,0,0,0,0
4858,1050,1649,4783,7020,1012,10057,0.995,0,0,0,0,0,0,0,0,0
486,2353,4306,10332,10164,10486,10401,10112,10036,10216,0.9946,0,0,0,0,0,0
4869,983,1869,9464,4602,4609,10085,10052,1003,10044,10067,10061,10092,10062,10111,0.9944,0
4885,60468,1050,1869,1959,2354,1012,10052,10164,10085,10134,10092,10163,1009,10051,10097,0.9971
4886,1869,1870,1875,144455,7020,10052,10085,0.9975,0,0,0,0,0,0,0,0
4897,1958,1959,1960,51176,4824,1012,10092,10036,1020,10062,10130,10054,10226,0.9958,0,0
4908,2353,3725,10332,10411,10164,10216,10163,10131,10226,10402,10019,1020,0.9957,0,0,0
4922,2354,8061,2353,3726,3725,10332,10164,10402,10112,10216,0.995,0,0,0,0,0
4929,467,60468,1050,4824,6770,1012,10164,10449,10293,10134,1033,10113,10471,10309,0.9919,0
4931,3725,10332,10164,10216,10402,10221,10411,10073,10131,10124,0.9946,0,0,0,0,0
4935,9625,18,89845,10449,47,7025,6772,4800,0.9938,0,0,0,0,0,0,0
493869,21,10257,10057,116236,176,5452,1488,5460,5885,0.9946,0,0,0,0,0,0
4948,1869,4609,10052,10061,10067,10092,10085,10131,10055,10051,0.9982,0,0,0,0,0
4952,1958,1012,10092,10210,10016,10249,10253,10094,1020,10130,10062,0.9953,0,0,0,0
4973,2354,8061,2353,3726,3725,10332,10164,10402,10216,10112,0.995,0,0,0,0,0
4983,8754,112,130,174,83543,2353,1875,1869,144455,1870,23462,51548,10127,2033,0.9923,0
5004,21,4363,84448,30,10449,7391,6257,6778,0.9899,0,0,0,0,0,0,0
5005,21,4363,84448,30,10449,1958,4609,7391,7157,6257,1050,6778,0.9879,0,0,0
5008,467,4609,10067,10061,10055,100132464,10197,10036,10056,10038,0.9862,0,0,0,0,0
5017,2354,8061,2353,3726,3725,10332,10164,10402,10112,10216,0.9945,0,0,0,0,0
5019,1869,2625,4609,10052,10092,10061,10067,10164,10051,10055,10085,0.9976,0,0,0,0
5020,2099,2353,3725,10332,10164,0.9914,0,0,0,0,0,0,0,0,0,0
5021,1869,3725,7020,10052,10092,10057,10085,10051,10131,10059,10139,10121,10016,0.9947,0,0
5047,130399,367,467,8313,60468,1012,10164,10401,10293,1062,10621,10131,10319,0.9961,0,0
50486,1050,1879,2099,3725,1012,10164,10038,1020,10216,10019,10113,10221,10062,0.9953,0,0
5050,1959,1960,10540,10894,11060,11273,10262,11004,0.9913,0,0,0,0,0,0,0
50506,1960,10540,10894,11004,10535,1031,10262,11273,11335,114787,11060,0.9901,0,0,0,0
50507,130399,56999,364,158763,253982,6257,144455,1870,2099,0.992,0,0,0,0,0,0
50512,2308,143941,10733,1031,10112,140609,114907,0.9929,0,0,0,0,0,0,0,0
5054,367,1869,1870,1958,2099,1012,10052,10085,0.9961,0,0,0,0,0,0,0
50624,1869,4609,10052,10061,10067,10085,10092,10131,10055,100132464,10051,0.9978,0,0,0,0
5063,3725,4824,10332,10164,1020,10216,10221,10402,10300,1019,10131,10124,0.9933,0,0,0
5067,4824,22849,284273,23428,1894,286133,132,1879,123879,0.9919,0,0,0,0,0,0
5068,147,152,51421,358,253982,2353,6872,6925,4779,2354,2099,0.9899,0,0,0,0
50804,467,10293,1062,112476,10841,10621,11243,10131,0.9863,0,0,0,0,0,0,0
50854,1869,3725,4609,10052,10085,10061,10092,10067,10051,100132464,0.9964,0,0,0,0,0
50863,2625,5460,5993,10164,10293,10174,10253,10402,10384,0.9949,0,0,0,0,0,0
5101,467,1958,4783,1012,10174,10067,10013,10036,10130,0.993,0,0,0,0,0,0
5105,367,90993,2308,6258,1012,1071,10401,10733,10112,1031,0.9959,0,0,0,0,0
51050,1050,1012,1033,1071,0.9978,0,0,0,0,0,0,0,0,0,0,0
51053,1869,1870,1875,144455,3206,10052,10085,1029,10051,10309,10092,10253,1021,0.9993,0,0
51059,18,21,10257,10057,116236,5452,5460,3172,4609,0.9923,0,0,0,0,0,0
51087,1869,1870,1875,144455,1958,1012,10052,10085,10092,0.9984,0,0,0,0,0,0
5111,467,1050,10036,90993,1786,1012,10449,10293,10471,1033,10335,10221,10113,10309,10211,0.9981
51123,1958,1960,3725,4609,6662,1012,10061,10067,10092,10062,10044,10055,0.9948,0,0,0
51151,21,4363,10257,30,36,6257,1869,0.9894,0,0,0,0,0,0,0,0
51166,1869,7020,10052,10085,10139,10128,10051,0.9982,0,0,0,0,0,0,0,0
51175,18,4329,226,283373,333,6943,3727,4609,1869,7391,6597,6239,7025,405,114034,0.9941
51176,8313,332,894,912,1958,1012,1020,10130,10036,0.9977,0,0,0,0,0,0
51179,23764,11112,221061,10236,23023,0.9889,0,0,0,0,0,0,0,0,0,0
51191,53335,4609,7020,10067,10092,10061,10055,10057,10036,0.9939,0,0,0,0,0,0
51196,4609,10067,10061,10197,10055,10036,10038,100132464,1021,0.9937,0,0,0,0,0,0
51203,1869,3725,7020,10052,10085,10092,10057,10131,10139,10051,10059,10124,0.9965,0,0,0
51208,4609,10067,10061,10055,10197,10221,100132464,10036,0.9902,0,0,0,0,0,0,0
5121,51166,21,10257,10057,116236,5452,1869,5460,4609,0.9941,0,0,0,0,0,0
5122,1050,1869,1870,1875,144455,1012,10052,10092,10253,10221,10085,1009,1017,0.999,0,0
51222,1050,1649,2353,2625,3725,1012,10164,10057,10174,10112,10163,10216,10096,10062,0.9931,0
5125,23764,11112,1958,10236,10283,0.9871,0,0,0,0,0,0,0,0,0,0
51252,1958,7020,1012,10057,10092,10036,10059,10139,10097,10130,10121,0.9946,0,0,0,0
51266,10257,10449,2182,8751,9510,988,6667,0.9953,0,0,0,0,0,0,0,0
51279,21,340273,4363,10257,10057,6688,7391,2625,5087,10664,1869,4609,0.9891,0,0,0
51280,10057,84129,6296,170690,174,6688,2353,2625,6927,7157,7391,0.989,0,0,0,0
51285,1050,2625,10253,10164,10293,0.9968,0,0,0,0,0,0,0,0,0,0
51302,1958,1959,1960,1012,10044,10148,10156,10138,10249,1020,0.9963,0,0,0,0,0
51303,4609,10061,10067,10055,10197,100132464,10221,10036,10128,0.9901,0,0,0,0,0,0
51305,2354,8061,2353,3726,3725,10332,10164,10402,10216,10112,0.9935,0,0,0,0,0
51308,1958,1012,10249,10092,10130,10036,10062,10253,10097,0.9962,0,0,0,0,0,0
51310,1958,1959,1012,10249,10092,0.9963,0,0,0,0,0,0,0,0,0,0
51316,9319,57088,57048,8751,0.9974,0,0,0,0,0,0,0,0,0,0,0
5133,1879,4609,10067,10055,10197,10061,10128,10036,10038,0.9936,0,0,0,0,0,0
51334,10057,116236,36,176,47,5452,1488,4790,7391,0.9949,0,0,0,0,0,0
51351,9869,114897,197257,1958,1312,148254,153684,1259,127602,163059,0.9914,0,0,0,0,0
5138,3725,4609,7020,10061,10057,10092,100132464,10067,10062,10055,10059,10111,0.9924,0,0,0
51421,467,1869,2099,3725,7020,10052,10085,10092,10131,10124,10062,10121,1003,10019,0.9929,0
51427,414149,47,10965,6296,8754,4092,2353,7391,3725,4205,5885,6720,23462,6688,3174,0.9921
5143,4609,10067,10055,10061,10197,10221,10036,10213,10171,100132464,10096,0.9889,0,0,0,0
51435,21,30,36,84320,6296,6257,4609,6256,3172,144455,4211,23462,5465,2186,1869,0.9926
51438,2353,4609,7020,10067,10061,10057,10112,10055,10092,100132464,100289635,10059,10036,0.9907,0,0
51458,1958,1959,1960,1012,10249,10097,10092,0.9952,0,0,0,0,0,0,0,0
51473,21,10257,10057,116236,30,5452,6257,0.9918,0,0,0,0,0,0,0,0
5148,9625,18,89845,10449,47,6688,6772,0.991,0,0,0,0,0,0,0,0
51512,4363,10257,84320,414149,47,7391,6925,1870,4800,0.9958,0,0,0,0,0,0
51514,1869,1870,1875,144455,2353,10052,10085,10164,10216,1003,10092,0.9976,0,0,0,0
5154,1050,1649,1869,1870,1875,1012,10052,10253,10113,10221,1021,10196,10124,10092,10085,0.9991
5156,1050,3725,5460,1012,10332,10164,1009,10216,10062,10302,0.9971,0,0,0,0,0
51560,11174,114,79924,148,146,2353,3727,1959,1958,2354,5452,4824,0.9931,0,0,0
5157,1879,10038,10171,10128,10313,10512,10003,10099,0.992,0,0,0,0,0,0,0
51571,467,1869,8022,4609,10052,10085,10092,10067,10061,0.9963,0,0,0,0,0,0
5159,1959,2354,2353,23462,3726,10332,10164,1031,10262,1020,10112,10036,10216,10163,10300,0.9955
51621,467,1869,1958,871,7020,1012,10052,10016,10092,10116,10114,10013,10085,0.9955,0,0
51655,21,340273,10257,10057,116236,5452,5087,1869,5460,7391,4609,0.9917,0,0,0,0
51659,340273,4363,30,10449,32,6257,4149,51085,1523,4609,6945,7391,0.9909,0,0,0
51686,10351,32,84320,47,11174,4824,4609,5452,7391,4149,84159,5460,144455,51085,0.9946,0
51702,10351,32,84320,47,9719,2186,4149,3172,6945,0.995,0,0,0,0,0,0
51726,467,10293,1062,11234,112476,10128,11060,10131,0.992,0,0,0,0,0,0,0
51744,10057,116236,32,36,176,7391,1488,4609,5460,1958,4790,5885,51085,5452,6720,0.9943
51751,176,130399,11093,56999,134,7025,6938,6908,5468,2551,2033,405,5452,0.9986,0,0
51804,2139,2354,2353,3726,3725,10332,10164,10112,10402,10411,10216,0.9945,0,0,0,0
5199,21,10257,10057,116236,84448,7391,5452,7157,140690,1869,5460,1051,6935,0.9957,0,0
5203,1869,4609,10052,10061,10067,10085,10092,10051,10131,10055,100132464,0.9974,0,0,0,0
5208,2353,3725,7020,10164,10057,10112,10092,10036,10139,10165,10059,10130,0.9897,0,0,0
5210,4609,10067,10061,10055,10197,100132464,10221,10036,10096,10128,10171,0.9905,0,0,0,0
5214,1869,1958,4609,1012,10052,10067,10061,10092,10085,10055,10038,0.9987,0,0,0,0
5224,4609,10067,10061,10055,10197,10221,100132464,10036,0.9901,0,0,0,0,0,0,0
5225,367,4609,1012,10061,10067,10055,10036,10197,10111,0.9963,0,0,0,0,0,0
5236,7020,10221,1020,10196,10130,1021,10128,10111,10092,10090,10165,0.9913,0,0,0,0
5266,21,89845,10257,10057,116236,5452,4609,2625,1869,5460,3172,1958,7391,7157,7025,0.991
5270,53335,1050,1879,4609,4783,1012,10174,10061,10067,10055,10038,10036,0.9969,0,0,0
5271,7020,10092,10057,10196,10221,10059,10130,10016,1020,10121,0.9882,0,0,0,0,0
5272,1958,2099,1012,10062,10044,10057,10188,10121,10156,10092,0.9966,0,0,0,0,0
5274,4609,7020,10092,10067,10061,10055,10057,10059,10036,100132464,0.9929,0,0,0,0,0
5279,2308,143941,10733,1369,10112,10154,1290,114907,11337,140609,0.9902,0,0,0,0,0
528,467,1958,1959,1960,1012,10036,10092,0.9951,0,0,0,0,0,0,0,0
5292,1869,1870,1875,144455,1959,10052,10085,10262,10092,10253,1003,10227,1021,10051,10270,0.9983
5307,60468,1050,1958,1012,10164,10130,10134,10062,10092,1009,10013,10113,0.9968,0,0,0
5319,9625,116236,84320,2182,4185,6257,144455,5452,1870,3172,5460,2186,0.9935,0,0,0
5324,1958,3838,1012,10253,10249,0.9946,0,0,0,0,0,0,0,0,0,0
5328,367,1869,1870,1958,2114,1012,10085,10052,10156,1018,1003,10062,10111,10048,10051,0.9982
5332,21,340273,10257,10057,10060,2099,7391,1869,6775,5087,2625,4282,0.9877,0,0,0
53335,134,10551,222,247,259173,1879,10552,158471,10171,1874,151313,10783,0.9895,0,0,0
53340,1050,1958,1012,10062,0.9943,0,0,0,0,0,0,0,0,0,0,0
53342,4773,4776,144455,10043,10971,1019,1050,10669,11278,1387,112398,0.9783,0,0,0,0
53345,83543,84079,283373,358,467,10621,10471,10293,10194,11124,10782,10127,1062,0.9903,0,0
53354,1958,2308,4609,1012,10061,10067,100132464,10112,0.9959,0,0,0,0,0,0,0
53405,2625,10293,143941,10164,0.9942,0,0,0,0,0,0,0,0,0,0,0
5346,1050,5563,6258,1012,1071,10221,1033,10449,10865,10922,10788,0.9949,0,0,0,0
5347,675,2308,4171,4172,4176,114907,1029,10681,1030,113263,10733,10000,10869,114879,0.9901,0
5348,1958,23462,4609,1012,10038,10067,10055,10061,100289635,10084,0.9971,0,0,0,0,0
5349,53335,1879,1958,3164,1012,10038,10092,10036,10130,10128,10062,0.9962,0,0,0,0
5350,10057,10449,414149,47,10965,6720,6778,2625,4205,0.9935,0,0,0,0,0,0
5355,60468,2354,8061,2353,3726,10332,10486,10164,10112,10134,10216,0.9935,0,0,0,0
5361,2353,10332,10164,10486,10112,0.9937,0,0,0,0,0,0,0,0,0,0
5365,4602,1063,1033,11169,10051,10969,10213,116461,1191,142,0.9847,0,0,0,0,0
53829,10257,10449,10965,130399,8751,9319,4087,5468,1869,4800,10664,405,1050,0.9925,0,0
53905,53335,1879,10038,10552,10128,10171,10313,10103,10783,100289635,10133,10017,0.9913,0,0,0
5396,53335,23764,4097,5460,11112,10783,10236,10552,10980,10861,10554,0.9902,0,0,0,0
54058,1870,1958,2353,8022,7020,1012,10092,10057,10121,10044,10062,10095,10124,100131187,10013,0.9964
54097,21,10257,10057,116236,36,5452,7391,0.9933,0,0,0,0,0,0,0,0
54112,30,10449,6296,140,56895,5885,6257,3665,3174,23462,2353,1870,7391,0.9951,0,0
54149,1958,7020,1012,10057,10130,10059,100131187,10099,10101,0.9956,0,0,0,0,0,0
5420,1958,10249,1012,1019,10092,10054,10243,1020,10048,10253,0.9949,0,0,0,0,0
54209,84448,176,23305,6296,130399,1958,2353,4790,7391,0.9894,0,0,0,0,0,0
5422,1869,1958,1012,10052,10085,10092,0.9985,0,0,0,0,0,0,0,0,0
5424,1958,4609,7020,10061,10067,10092,10057,100132464,10044,10062,10097,10016,10013,0.9924,0,0
5427,1869,1870,10052,10085,10092,1029,10309,10253,10051,0.999,0,0,0,0,0,0
54332,89845,84448,176,23305,6296,7025,7391,23462,0.9937,0,0,0,0,0,0,0
54361,2735,2736,64399,2099,1869,144455,1870,0.9946,0,0,0,0,0,0,0,0
54363,340273,10060,10965,2182,23305,6257,1958,6927,196,405,1523,5087,4800,2908,0.987,0
5440,64754,6662,1284,1870,144455,1869,1848,2027,2122,1741,0.9969,0,0,0,0,0
54407,7020,10092,10196,10057,10221,10059,1020,1021,10130,10016,10062,0.9907,0,0,0,0
54437,2099,2625,4824,7020,10164,10188,10174,10121,10139,10092,10124,10059,10120,0.9931,0,0
54443,3725,4609,7020,10061,10092,10067,10057,10055,10121,10016,100132464,10059,10124,0.9921,0,0
5446,18,21,340273,10060,36,7391,3172,4609,4149,5087,0.9863,0,0,0,0,0
54460,4609,10197,10061,10055,10067,100132464,10221,10062,10096,10036,0.9915,0,0,0,0,0
54474,2099,10486,1020,10411,10401,111,10555,10987,11243,10763,11309,0.9937,0,0,0,0
54509,4609,7020,10067,10061,10092,10055,10057,10036,10056,10059,100132464,10038,0.9933,0,0,0
54520,1869,10052,10092,1029,10253,10085,10309,10124,10257,10051,0.9987,0,0,0,0,0
54535,1869,2353,4609,10052,10085,10061,10092,10067,10051,10096,100132464,10097,10055,0.9966,0,0
54549,4609,7020,10067,10061,10055,10092,10057,10036,10059,100132464,0.9936,0,0,0,0,0
54566,4609,7020,10067,10061,100132464,10124,10092,10055,10059,10139,10038,10057,0.9939,0,0,0
54575,367,1012,1893,10401,1071,11140,0.9961,0,0,0,0,0,0,0,0,0
54577,10057,10449,6296,72,130,6688,4609,3727,2353,23764,1869,0.9895,0,0,0,0
5460,116236,55,11174,134,367,1012,10401,1071,11140,0.9985,0,0,0,0,0,0
54621,7020,10221,10196,10092,10057,1020,10059,10016,1021,0.9899,0,0,0,0,0,0
54626,2099,4854,11317,1020,10486,10401,10555,10411,10121,0.9955,0,0,0,0,0,0
547,367,2099,6662,1012,10401,1020,10486,1071,0.9954,0,0,0,0,0,0,0
54733,4609,10067,10061,10055,10197,10221,100132464,10036,0.9894,0,0,0,0,0,0,0
54742,2353,4609,7020,10067,10061,10057,10112,10092,10055,100132464,10036,100289635,10056,0.9904,0,0
54751,1869,7020,10052,10092,10051,10016,10085,0.9971,0,0,0,0,0,0,0,0
5476,467,1879,4609,10067,10061,10055,0.9921,0,0,0,0,0,0,0,0,0
54762,3725,10332,10164,10615,10402,10294,10131,10300,0.9947,0,0,0,0,0,0,0
54810,9625,18,89845,10449,47,7025,6688,0.9935,0,0,0,0,0,0,0,0
54821,130399,56999,364,158763,253982,7391,7025,4609,6257,2099,405,1869,1875,1870,144455,0.9906
54825,3725,4609,7020,10059,10061,10057,10092,10067,10062,10055,100132464,10130,10036,0.9931,0,0
54836,1869,1870,1875,144455,5460,10052,10085,1009,10092,10253,1017,10257,1003,1029,10227,0.9984
54842,2353,10164,10332,10486,10112,10036,1020,10216,10300,10544,0.9957,0,0,0,0,0
54845,4609,10067,10061,10055,10197,10221,100132464,10213,10036,10056,0.9889,0,0,0,0,0
54852,21,89845,4363,10257,30,7025,7391,1869,6257,7157,0.9927,0,0,0,0,0
548645,4609,10061,10067,1020,10038,10056,10055,10221,10036,10124,10058,0.9935,0,0,0,0
54866,2099,10486,1020,10401,10411,111,10555,10763,11243,10987,11309,0.9941,0,0,0,0
54892,1958,1012,10249,10092,10211,10044,10013,10253,10097,0.9958,0,0,0,0,0,0
54937,1870,10253,10763,10960,10051,1031,10681,1072,10642,1000,10493,0.9966,0,0,0,0
54959,18,21,10057,116236,84129,5452,4609,3172,0.9919,0,0,0,0,0,0,0
54962,1869,10052,10085,10092,10051,1029,10309,10253,0.999,0,0,0,0,0,0,0
54972,1869,2099,10052,10253,1020,10085,10057,10051,10092,0.9972,0,0,0,0,0,0
54986,18,21,10057,116236,36,5452,1958,4609,3172,5460,0.9915,0,0,0,0,0
54988,1869,10052,10085,1029,10253,1031,10196,0.9987,0,0,0,0,0,0,0,0
54997,1958,2099,23462,4609,9869,1012,10062,10121,10061,0.9951,0,0,0,0,0,0
55,367,4609,5460,1012,10061,10067,10055,10197,10036,100132464,10111,0.9963,0,0,0,0
55002,1869,1958,7020,1012,10052,10085,10092,0.9984,0,0,0,0,0,0,0,0
5502,79841,336,367,55723,467,1012,1071,10401,1021,10293,10521,10621,1062,10681,10514,0.9965
55036,18,340273,89845,10060,10965,7025,1523,5087,3172,196,405,0.9877,0,0,0,0
55038,1869,1879,1958,4609,7020,10085,10061,10052,10062,10092,10057,0.9975,0,0,0,0
55055,467,1869,2308,9735,10052,10092,10085,10196,10236,10131,10253,10124,0.9976,0,0,0
55061,10965,130399,8751,8754,11093,405,10664,6925,1869,196,7026,0.9978,0,0,0,0
55068,4609,6662,10067,10061,10055,10197,10036,10213,100132464,10038,0.9913,0,0,0,0,0
55083,4609,6662,10067,10061,10055,10197,1020,10213,100132464,10036,10038,10056,0.991,0,0,0
55093,9139,4609,9319,10061,10062,10124,10197,10156,100132464,10058,10129,10055,10111,0.9963,0,0
55117,4609,10067,10061,10055,10197,10221,100132464,10036,0.9902,0,0,0,0,0,0,0
55118,7020,10221,10196,10092,10057,10130,10059,10128,1020,1021,0.9919,0,0,0,0,0
55127,4609,10055,10213,10061,10067,10169,10131,10127,10058,10084,0.9919,0,0,0,0,0
55143,1879,10038,10512,10017,0.9949,0,0,0,0,0,0,0,0,0,0,0
55154,1869,1958,1012,10052,10085,10092,0.9993,0,0,0,0,0,0,0,0,0
55165,467,10293,1062,10621,112476,10131,10961,10471,10681,0.9911,0,0,0,0,0,0
55166,1958,1012,10249,10092,10062,0.9951,0,0,0,0,0,0,0,0,0,0
55203,1869,1870,1875,144455,10052,1029,10085,10253,10051,10309,0.999,0,0,0,0,0
55204,2353,23462,10332,10164,10486,10163,10535,10112,10216,10371,0.9959,0,0,0,0,0
55205,2354,8061,2353,3726,3725,10332,10164,1020,10112,10036,10216,10402,10120,10319,10124,0.9948
5521,18,21,4363,10257,116236,5452,1869,6929,5460,3172,4609,7391,0.9925,0,0,0
55215,1869,1958,1012,10052,10085,0.9989,0,0,0,0,0,0,0,0,0,0
5522,367,1012,1893,10401,1071,11140,0.996,0,0,0,0,0,0,0,0,0
55225,18,21,10257,10057,116236,5452,3172,4609,5460,0.9914,0,0,0,0,0,0
55240,4609,10061,10067,1020,10055,10197,10062,0.9926,0,0,0,0,0,0,0,0
55247,7020,10092,10221,10196,10128,1021,10139,1020,10059,10124,0.9903,0,0,0,0,0
55248,21,4363,10257,30,10449,140690,1869,0.9922,0,0,0,0,0,0,0,0
55329,9625,18,89845,10449,414149,7025,6772,0.9931,0,0,0,0,0,0,0,0
55351,21,10257,10057,116236,176,5452,4609,1488,5885,5460,1958,0.9927,0,0,0,0
55353,4609,10067,10061,10197,10221,10055,1021,100132464,10213,10036,10124,0.9898,0,0,0,0
55355,21,89845,10257,10057,116236,5452,3172,4609,7157,5460,5451,6775,7025,0.9949,0,0
55356,4363,30,10449,32,36,4609,6257,6688,4149,51085,7157,3172,7391,6774,6945,0.9894
55384,1960,10540,10894,11004,10262,1031,10535,11273,11335,11060,0.9914,0,0,0,0,0
55388,1869,1870,1875,144455,3725,10052,10164,10216,10085,10092,10221,10131,10103,1021,10124,0.9959
